,coef,std err,t,P>|t|,[0.025,0.975]
DisplayName_Mike Tolbert,0.4718,1.316,0.358,0.72,-2.108,3.051
DisplayName_Mike Tyson,0.5317,5.042,0.105,0.916,-9.351,10.414
DisplayName_Mike Wallace,-4.3992,2.931,-1.501,0.133,-10.145,1.346
DisplayName_Mike Williams,-0.177,3.377,-0.052,0.958,-6.796,6.442
DisplayName_Miles Killebrew,5.2828,8.69,0.608,0.543,-11.75,22.315
DisplayName_Minkah Fitzpatrick,1.89,4.667,0.405,0.685,-7.257,11.037
DisplayName_Mitch Morse,-6.8206,1.952,-3.493,0.0,-10.647,-2.994
DisplayName_Mitch Unrein,-8.2197,8.205,-1.002,0.316,-24.302,7.862
DisplayName_Mitchell Loewen,-14.2879,15.865,-0.901,0.368,-45.382,16.806
DisplayName_Mitchell Schwartz,0.089,5.355,0.017,0.987,-10.407,10.585
DisplayName_Mitchell Trubisky,-2.2383,2.864,-0.781,0.435,-7.853,3.376
DisplayName_Mo Alie-Cox,4.5913,3.906,1.175,0.24,-3.064,12.247
DisplayName_Mohamed Sanu,-0.373,2.974,-0.125,0.9,-6.201,5.455
DisplayName_Montae Nicholson,2.1068,5.93,0.355,0.722,-9.516,13.73
DisplayName_Montravius Adams,-7.6358,7.387,-1.034,0.301,-22.114,6.842
DisplayName_Morgan Burnett,2.004,5.195,0.386,0.7,-8.178,12.186
DisplayName_Morgan Fox,-12.3168,15.057,-0.818,0.413,-41.828,17.194
DisplayName_Morgan Moses,1.7889,7.913,0.226,0.821,-13.721,17.299
DisplayName_Morris Claiborne,-5.1041,1.428,-3.574,0.0,-7.903,-2.305
DisplayName_Mose Frazier,-9.4387,5.323,-1.773,0.076,-19.871,0.993
DisplayName_Muhammad Wilkerson,-1.9133,4.132,-0.463,0.643,-10.012,6.186
DisplayName_MyCole Pruitt,-0.539,3.104,-0.174,0.862,-6.623,5.545
DisplayName_Mychal Kendricks,0.5587,5.872,0.095,0.924,-10.951,12.068
DisplayName_Myles Garrett,-12.5977,15.964,-0.789,0.43,-43.887,18.692
DisplayName_Myles Jack,1.0485,6.714,0.156,0.876,-12.111,14.208
DisplayName_NaVorro Bowman,0.8083,6.283,0.129,0.898,-11.507,13.123
DisplayName_Najee Goode,1.977,6.859,0.288,0.773,-11.466,15.42
DisplayName_Nat Berhe,-1.988,2.697,-0.737,0.461,-7.274,3.298
DisplayName_Nate Allen,4.1213,6.583,0.626,0.531,-8.781,17.024
DisplayName_Nate Gerry,-3.1213,3.083,-1.012,0.311,-9.164,2.921
DisplayName_Nate Hairston,-7.2327,2.595,-2.787,0.005,-12.32,-2.146
DisplayName_Nate Orchard,1.556,8.466,0.184,0.854,-15.037,18.149
DisplayName_Nate Palmer,0.5489,7.993,0.069,0.945,-15.116,16.214
DisplayName_Nate Solder,-0.6654,6.322,-0.105,0.916,-13.057,11.726
DisplayName_Nate Stupar,-3.239,5.695,-0.569,0.57,-14.4,7.922
DisplayName_Nate Sudfeld,-2.2678,2.051,-1.105,0.269,-6.289,1.753
DisplayName_Nathan Peterman,0.7986,0.927,0.861,0.389,-1.018,2.616
DisplayName_Nathan Shepherd,-4.3488,4.293,-1.013,0.311,-12.762,4.065
DisplayName_Natrell Jamerson,0.4786,4.187,0.114,0.909,-7.727,8.684
DisplayName_Nazair Jones,-11.848,10.83,-1.094,0.274,-33.074,9.378
DisplayName_Ndamukong Suh,-5.0358,4.817,-1.045,0.296,-14.477,4.405
DisplayName_Neal Sterling,1.0409,1.636,0.636,0.525,-2.166,4.248
DisplayName_Neiko Thorpe,-2.1507,5.608,-0.384,0.701,-13.142,8.841
DisplayName_Nelson Agholor,-4.6528,3.287,-1.415,0.157,-11.095,1.79
DisplayName_Neville Hewitt,-3.0678,4.036,-0.76,0.447,-10.979,4.843
DisplayName_Nevin Lawson,-4.328,1.639,-2.641,0.008,-7.54,-1.116
DisplayName_Nicholas Grigsby,-4.7531,3.602,-1.32,0.187,-11.812,2.306
DisplayName_Nicholas Morrow,-3.9418,2.212,-1.782,0.075,-8.278,0.394
DisplayName_Nick Bellore,-0.6754,0.699,-0.966,0.334,-2.046,0.695
DisplayName_Nick Boyle,5.0441,4.827,1.045,0.296,-4.416,14.504
DisplayName_Nick Chubb,-1.8402,2.454,-0.75,0.453,-6.65,2.97
DisplayName_Nick DeLuca,0.5183,8.544,0.061,0.952,-16.229,17.265
DisplayName_Nick Dzubnar,-1.7114,7.203,-0.238,0.812,-15.83,12.407
DisplayName_Nick Easton,-2.6592,3.064,-0.868,0.385,-8.664,3.346
DisplayName_Nick Foles,3.2761,4.795,0.683,0.494,-6.121,12.673
DisplayName_Nick Kwiatkoski,0.6748,6.101,0.111,0.912,-11.283,12.632
DisplayName_Nick Martin,-7.1778,2.894,-2.48,0.013,-12.85,-1.506
DisplayName_Nick Mullens,-3.492,4.211,-0.829,0.407,-11.746,4.762
DisplayName_Nick Nelson,-0.526,3.841,-0.137,0.891,-8.055,7.003
DisplayName_Nick O'Leary,0.1753,1.217,0.144,0.885,-2.209,2.56
DisplayName_Nick Perry,6.2031,12.329,0.503,0.615,-17.961,30.368
DisplayName_Nick Vannett,1.6109,2.188,0.736,0.462,-2.677,5.899
DisplayName_Nick Vigil,-1.7517,4.217,-0.415,0.678,-10.018,6.514
DisplayName_Nick Williams,-7.9425,6.378,-1.245,0.213,-20.443,4.558
DisplayName_Nickell Robey-Coleman,-7.7693,4.252,-1.827,0.068,-16.104,0.565
DisplayName_Nigel Bradham,-0.0807,5.81,-0.014,0.989,-11.468,11.307
DisplayName_Nigel Harris,-5.6269,3.128,-1.799,0.072,-11.758,0.504
DisplayName_Niles Paul,-1.5746,3.338,-0.472,0.637,-8.117,4.968
DisplayName_Niles Scott,1.6151,2.091,0.772,0.44,-2.483,5.714
DisplayName_Noah Brown,2.3167,4.665,0.497,0.619,-6.826,11.46
DisplayName_Noah Spence,-18.5305,21.715,-0.853,0.393,-61.091,24.03
DisplayName_Nolan Carroll,-2.6115,3.154,-0.828,0.408,-8.794,3.571
DisplayName_Nyheim Hines,-9.7926,8.511,-1.151,0.25,-26.473,6.888
DisplayName_O.J. Howard,-1.8792,1.48,-1.27,0.204,-4.78,1.021
DisplayName_Obi Melifonwu,3.6168,9.354,0.387,0.699,-14.717,21.951
DisplayName_Obum Gwacham,-9.2564,4.623,-2.002,0.045,-18.317,-0.196
DisplayName_Oday Aboushi,-1.9322,4.111,-0.47,0.638,-9.989,6.124
DisplayName_Odell Beckham,-4.2806,3.375,-1.268,0.205,-10.895,2.334
DisplayName_Ola Adeniyi,-4.252,9.012,-0.472,0.637,-21.914,13.41
DisplayName_Olivier Vernon,5.7851,11.59,0.499,0.618,-16.93,28.5
DisplayName_Olsen Pierre,-10.1197,10.459,-0.968,0.333,-30.618,10.379
DisplayName_Oren Burks,-3.5241,3.782,-0.932,0.351,-10.936,3.888
DisplayName_Orlando Brown,5.6411,11.871,0.475,0.635,-17.626,28.909
DisplayName_Orlando Scandrick,-2.6459,1.886,-1.403,0.161,-6.343,1.051
DisplayName_Orleans Darkwa,-4.4887,3.34,-1.344,0.179,-11.035,2.058
DisplayName_Orson Charles,2.1397,1.699,1.259,0.208,-1.191,5.47
DisplayName_P.J. Hall,-5.4613,6.792,-0.804,0.421,-18.773,7.85
DisplayName_P.J. Williams,-4.0801,1.651,-2.471,0.013,-7.317,-0.843
DisplayName_Parker Ehinger,-0.9648,2.153,-0.448,0.654,-5.185,3.255
DisplayName_Parry Nickerson,-5.5859,3.399,-1.643,0.1,-12.248,1.076
DisplayName_Pasoni Tasini,5.5859,6.924,0.807,0.42,-7.986,19.158
DisplayName_Pat Elflein,-2.2289,3.048,-0.731,0.465,-8.203,3.745
DisplayName_Pat O'Connor,-5.0823,16.83,-0.302,0.763,-38.068,27.903
DisplayName_Pat Sims,0.1191,0.898,0.133,0.894,-1.64,1.878
DisplayName_Patrick Chung,4.4802,7.046,0.636,0.525,-9.33,18.29
DisplayName_Patrick DiMarco,-5.2908,4.742,-1.116,0.265,-14.585,4.003
DisplayName_Patrick Mahomes,1.7252,1.402,1.231,0.218,-1.022,4.472
DisplayName_Patrick Omameh,4.2366,3.684,1.15,0.25,-2.985,11.458
DisplayName_Patrick Onwuasor,-3.7064,2.589,-1.432,0.152,-8.78,1.367
DisplayName_Patrick Peterson,-2.045,3.05,-0.67,0.503,-8.024,3.934
DisplayName_Patrick Ricard,15.9205,16.832,0.946,0.344,-17.07,48.911
DisplayName_Patrick Robinson,-6.4681,1.542,-4.193,0.0,-9.491,-3.445
DisplayName_Paul Perkins,-8.6206,4.801,-1.796,0.073,-18.03,0.789
DisplayName_Paul Posluszny,-2.2554,3.493,-0.646,0.518,-9.102,4.591
DisplayName_Paul Richardson,-10.2584,7.782,-1.318,0.187,-25.511,4.994
DisplayName_Paul Worrilow,-1.2061,3.244,-0.372,0.71,-7.565,5.152
DisplayName_Paxton Lynch,2.5932,5.135,0.505,0.614,-7.472,12.658
DisplayName_Pernell McPhee,6.1033,12.342,0.495,0.621,-18.086,30.292
DisplayName_Pete Robertson,2.762,6.725,0.411,0.681,-10.419,15.943
DisplayName_Peter Kalambayi,3.0796,9.442,0.326,0.744,-15.426,21.585
DisplayName_Peyton Barber,-2.9848,2.439,-1.224,0.221,-7.765,1.795
DisplayName_Peyton Thompson,-1.9178,3.391,-0.566,0.572,-8.564,4.729
DisplayName_Pharaoh Brown,2.0454,1.907,1.072,0.284,-1.693,5.784
DisplayName_Pharoh Cooper,-3.1598,2.583,-1.223,0.221,-8.222,1.902
DisplayName_Philip Rivers,0.6427,0.812,0.791,0.429,-0.949,2.234
DisplayName_Phillip Dorsett,-5.453,4.718,-1.156,0.248,-14.7,3.794
DisplayName_Phillip Gaines,-4.8227,1.373,-3.514,0.0,-7.513,-2.132
DisplayName_Phillip Lindsay,-10.5225,10.614,-0.991,0.321,-31.325,10.28
DisplayName_Phillip Supernaw,0.7811,1.159,0.674,0.5,-1.491,3.053
DisplayName_Pierre Desir,-6.0606,1.359,-4.458,0.0,-8.725,-3.396
DisplayName_Pierre Garcon,-0.2709,2.652,-0.102,0.919,-5.468,4.927
DisplayName_Pita Taumoepenu,-2.7719,7.242,-0.383,0.702,-16.966,11.422
DisplayName_Poona Ford,-3.3732,5.408,-0.624,0.533,-13.973,7.226
DisplayName_Preston Brown,3.4776,8.629,0.403,0.687,-13.435,20.39
DisplayName_Preston Smith,5.8175,12.172,0.478,0.633,-18.039,29.674
DisplayName_Prince Amukamara,-1.3235,3.425,-0.386,0.699,-8.037,5.39
DisplayName_Quan Bray,-10.0051,7.093,-1.411,0.158,-23.907,3.897
DisplayName_Quandre Diggs,-2.2082,2.22,-0.995,0.32,-6.56,2.143
DisplayName_Quenton Meeks,0.3444,4.969,0.069,0.945,-9.395,10.083
DisplayName_Quenton Nelson,4.0799,4.442,0.919,0.358,-4.626,12.786
DisplayName_Quincy Adeboyejo,-6.174,3.548,-1.74,0.082,-13.129,0.781
DisplayName_Quincy Enunwa,2.033,5.439,0.374,0.709,-8.627,12.693
DisplayName_Quincy Wilson,-5.8353,1.366,-4.272,0.0,-8.513,-3.158
DisplayName_Quinten Rollins,-3.6301,1.879,-1.932,0.053,-7.313,0.053
DisplayName_Quintin Demps,4.3324,7.369,0.588,0.557,-10.111,18.776
DisplayName_Quinton Dial,-0.5133,0.987,-0.52,0.603,-2.447,1.421
DisplayName_Quinton Dunbar,-2.8743,2.767,-1.039,0.299,-8.297,2.549
DisplayName_Quinton Jefferson,-11.3119,11.011,-1.027,0.304,-32.894,10.27
DisplayName_Quinton Spain,4.4864,4.529,0.991,0.322,-4.39,13.363
DisplayName_RJ McIntosh,-12.6083,13.422,-0.939,0.348,-38.915,13.698
DisplayName_Raekwon McMillan,0.2249,6.079,0.037,0.97,-11.69,12.139
DisplayName_Rafael Bush,2.1915,4.376,0.501,0.617,-6.386,10.769
DisplayName_Raheem Mostert,-7.5968,8.865,-0.857,0.391,-24.971,9.778
DisplayName_Rakeem Nunez-Roches,-6.6235,6.357,-1.042,0.297,-19.082,5.835
DisplayName_Ramik Wilson,-2.3266,4.78,-0.487,0.626,-11.696,7.043
DisplayName_Ramon Foster,3.893,3.886,1.002,0.316,-3.723,11.509
DisplayName_Ramon Humber,-0.2453,3.827,-0.064,0.949,-7.745,7.255
DisplayName_Randall Cobb,-5.3073,4.731,-1.122,0.262,-14.579,3.965
DisplayName_Randall Telfer,-0.8231,1.468,-0.561,0.575,-3.7,2.053
DisplayName_Randy Gregory,-23.1929,24.495,-0.947,0.344,-71.202,24.816
DisplayName_Rashaad Coward,1.3379,9.414,0.142,0.887,-17.114,19.79
DisplayName_Rashaad Penny,-4.1978,3.196,-1.314,0.189,-10.461,2.066
DisplayName_Rashaan Evans,-2.1584,3.99,-0.541,0.589,-9.98,5.663
DisplayName_Rashaan Gaulden,0.1132,3.66,0.031,0.975,-7.06,7.286
DisplayName_Rashaan Melvin,-5.2788,1.514,-3.487,0.0,-8.246,-2.311
DisplayName_Rashad Greene,-8.4207,6.281,-1.341,0.18,-20.731,3.889
DisplayName_Rashard Higgins,-5.1214,3.238,-1.582,0.114,-11.468,1.225
DisplayName_Rashard Robinson,-10.6839,4.847,-2.204,0.028,-20.184,-1.183
DisplayName_Rashawn Scott,-10.0064,6.822,-1.467,0.142,-23.378,3.365
DisplayName_Rasheem Green,-10.5769,14.026,-0.754,0.451,-38.068,16.915
DisplayName_Rashod Hill,-2.5831,3.541,-0.73,0.466,-9.523,4.357
DisplayName_Rasul Douglas,-0.1226,4.587,-0.027,0.979,-9.112,8.867
DisplayName_Raven Greene,0.5807,3.734,0.155,0.876,-6.738,7.9
DisplayName_Ray-Ray Armstrong,-7.3798,1.85,-3.99,0.0,-11.005,-3.754
DisplayName_Ray-Ray McCloud,-5.1276,5.35,-0.958,0.338,-15.613,5.358
DisplayName_Rayshawn Jenkins,5.0944,8.249,0.618,0.537,-11.074,21.263
DisplayName_Rees Odhiambo,-7.2818,2.728,-2.669,0.008,-12.629,-1.934
DisplayName_Reggie Gilbert,4.7768,11.135,0.429,0.668,-17.048,26.602
DisplayName_Reggie Nelson,2.9898,5.686,0.526,0.599,-8.155,14.134
DisplayName_Reggie Ragland,3.1481,8.814,0.357,0.721,-14.126,20.423
DisplayName_Reshad Jones,3.8449,6.829,0.563,0.573,-9.54,17.23
DisplayName_Reuben Foster,-3.8641,2.661,-1.452,0.146,-9.079,1.351
DisplayName_Rex Burkhead,-5.9603,4.209,-1.416,0.157,-14.21,2.289
DisplayName_Rey Maualuga,5.4276,10.496,0.517,0.605,-15.145,26.0
DisplayName_Rhett Ellison,0.6103,1.008,0.605,0.545,-1.366,2.586
DisplayName_Ricardo Allen,-3.2526,2.286,-1.423,0.155,-7.733,1.228
DisplayName_Ricardo Louis,-0.8208,3.012,-0.273,0.785,-6.724,5.083
DisplayName_Richard Ash,-4.209,4.318,-0.975,0.33,-12.672,4.254
DisplayName_Richard Rodgers,2.4148,1.546,1.562,0.118,-0.615,5.444
DisplayName_Richard Sherman,-5.5338,1.449,-3.82,0.0,-8.373,-2.694
DisplayName_Richie Incognito,3.8496,3.242,1.187,0.235,-2.504,10.204
DisplayName_Richie James,-8.3991,6.509,-1.29,0.197,-21.156,4.357
DisplayName_Rick Wagner,-1.78,4.004,-0.445,0.657,-9.627,6.067
DisplayName_Rickey Hatley,-0.3169,3.556,-0.089,0.929,-7.286,6.652
DisplayName_Ricky Jean Francois,-4.3767,5.787,-0.756,0.449,-15.719,6.966
DisplayName_Ricky Ortiz,-2.5721,4.165,-0.618,0.537,-10.735,5.591
DisplayName_Ricky Seals-Jones,-3.4428,3.176,-1.084,0.278,-9.668,2.782
DisplayName_Ricky Wagner,-2.8851,4.005,-0.72,0.471,-10.735,4.965
DisplayName_Rico Gathers,7.9905,7.42,1.077,0.281,-6.551,22.533
DisplayName_Riley Bullough,-3.2228,2.7,-1.193,0.233,-8.515,2.07
DisplayName_Riley McCarron,-3.6815,5.121,-0.719,0.472,-13.719,6.356
DisplayName_Riley Reiff,-4.7611,2.186,-2.178,0.029,-9.047,-0.476
DisplayName_Rishard Matthews,0.1053,3.775,0.028,0.978,-7.294,7.504
DisplayName_River Cracraft,-0.1954,4.181,-0.047,0.963,-8.39,8.0
DisplayName_Rob Gronkowski,2.5713,3.235,0.795,0.427,-3.769,8.911
DisplayName_Rob Havenstein,0.6902,7.195,0.096,0.924,-13.412,14.792
DisplayName_Rob Kelley,-3.2918,2.406,-1.368,0.171,-8.008,1.425
DisplayName_Robby Anderson,-9.2322,5.217,-1.77,0.077,-19.457,0.992
DisplayName_Robert Alford,-6.0137,2.32,-2.592,0.01,-10.562,-1.466
DisplayName_Robert Ayers,-11.9168,15.052,-0.792,0.429,-41.419,17.585
DisplayName_Robert Foster,-7.2421,4.185,-1.73,0.084,-15.445,0.961
DisplayName_Robert Golden,1.2908,3.691,0.35,0.727,-5.944,8.525
DisplayName_Robert Griffin III,-3.0429,4.153,-0.733,0.464,-11.183,5.098
DisplayName_Robert McClain,-2.4583,1.958,-1.255,0.209,-6.296,1.38
DisplayName_Robert Nelson,-6.4525,5.7,-1.132,0.258,-17.625,4.72
DisplayName_Robert Nkemdiche,-4.3835,4.559,-0.961,0.336,-13.32,4.552
DisplayName_Robert Quinn,-17.1246,20.177,-0.849,0.396,-56.672,22.423
DisplayName_Robert Thomas,0.2387,0.998,0.239,0.811,-1.718,2.195
DisplayName_Robert Tonyan,-4.6202,5.133,-0.9,0.368,-14.681,5.441
DisplayName_Robert Turbin,-3.6641,2.833,-1.293,0.196,-9.217,1.888
DisplayName_Robert Woods,-5.937,4.407,-1.347,0.178,-14.574,2.7
DisplayName_Roc Thomas,-10.5411,8.745,-1.205,0.228,-27.68,6.598
DisplayName_Rod Smith,-1.9692,2.893,-0.681,0.496,-7.64,3.702
DisplayName_Rod Streater,0.7692,5.022,0.153,0.878,-9.075,10.613
DisplayName_Rodger Saffold,2.5346,3.034,0.835,0.403,-3.412,8.481
DisplayName_Rodney Gunter,-6.4442,7.176,-0.898,0.369,-20.508,7.62
DisplayName_Rodney Hudson,-2.5691,2.959,-0.868,0.385,-8.368,3.23
DisplayName_Rodney McLeod,-1.5298,2.25,-0.68,0.497,-5.94,2.881
DisplayName_Roger Lewis,-4.7004,2.501,-1.879,0.06,-9.603,0.202
DisplayName_Romeo Okwara,6.021,11.697,0.515,0.607,-16.904,28.946
DisplayName_Ron Parker,1.559,4.5,0.346,0.729,-7.262,10.38
DisplayName_Ronald Blair,-14.1036,16.532,-0.853,0.394,-46.505,18.298
DisplayName_Ronald Darby,-4.0859,1.47,-2.78,0.005,-6.966,-1.206
DisplayName_Ronald Jones,-10.1435,6.086,-1.667,0.096,-22.071,1.784
DisplayName_Ronald Leary,3.0347,1.873,1.62,0.105,-0.637,6.706
DisplayName_Ronnie Harrison,3.8865,6.602,0.589,0.556,-9.053,16.827
DisplayName_Ronnie Stanley,-2.0579,4.011,-0.513,0.608,-9.918,5.803
DisplayName_Rontez Miles,0.4488,3.818,0.118,0.906,-7.034,7.931
DisplayName_Roosevelt Nix,0.6585,0.964,0.683,0.495,-1.231,2.549
DisplayName_Roquan Smith,-2.597,3.231,-0.804,0.421,-8.929,3.735
DisplayName_Ross Cockrell,-5.2674,1.461,-3.605,0.0,-8.132,-2.403
DisplayName_Ross Dwelley,-6.4902,4.393,-1.477,0.14,-15.101,2.121
DisplayName_Ross Travis,-1.3976,2.285,-0.612,0.541,-5.876,3.08
DisplayName_Roy Miller,-7.7521,8.019,-0.967,0.334,-23.469,7.964
DisplayName_Roy Robertson-Harris,-7.1056,9.921,-0.716,0.474,-26.551,12.34
DisplayName_Royce Freeman,0.87,3.721,0.234,0.815,-6.424,8.164
DisplayName_Rudy Ford,1.7465,4.222,0.414,0.679,-6.528,10.021
DisplayName_Russell Bodine,-5.041,1.919,-2.626,0.009,-8.803,-1.279
DisplayName_Russell Gage,-7.0014,6.82,-1.027,0.305,-20.368,6.365
DisplayName_Russell Okung,-2.8326,2.995,-0.946,0.344,-8.703,3.038
DisplayName_Russell Shepard,-6.8295,3.956,-1.726,0.084,-14.583,0.924
DisplayName_Russell Wilson,-1.3365,2.808,-0.476,0.634,-6.84,4.167
DisplayName_Ryan Anderson,2.9052,9.099,0.319,0.75,-14.929,20.739
DisplayName_Ryan Davis,-14.8377,19.179,-0.774,0.439,-52.429,22.753
DisplayName_Ryan Delaire,-13.2823,18.576,-0.715,0.475,-49.691,23.126
DisplayName_Ryan Fitzpatrick,0.8687,1.082,0.802,0.422,-1.253,2.99
DisplayName_Ryan Glasgow,-7.6119,7.843,-0.971,0.332,-22.983,7.759
DisplayName_Ryan Grant,-6.366,3.945,-1.614,0.107,-14.099,1.367
DisplayName_Ryan Griffin,0.5512,0.978,0.563,0.573,-1.367,2.469
DisplayName_Ryan Groy,1.1451,1.696,0.675,0.5,-2.179,4.469
DisplayName_Ryan Hewitt,0.745,1.207,0.617,0.537,-1.62,3.11
DisplayName_Ryan Jensen,-2.4717,3.539,-0.698,0.485,-9.409,4.466
DisplayName_Ryan Kalil,-6.4402,2.969,-2.169,0.03,-12.259,-0.621
DisplayName_Ryan Kelly,-4.7575,1.806,-2.634,0.008,-8.297,-1.218
DisplayName_Ryan Kerrigan,6.5458,12.25,0.534,0.593,-17.463,30.555
DisplayName_Ryan Lewis,-7.0969,2.816,-2.521,0.012,-12.615,-1.579
DisplayName_Ryan Malleck,-8.7477,10.715,-0.816,0.414,-29.75,12.254
DisplayName_Ryan Mallett,6.6608,6.831,0.975,0.33,-6.728,20.049
DisplayName_Ryan Murphy,1.7045,8.115,0.21,0.834,-14.2,17.609
DisplayName_Ryan O'Malley,4.777,3.404,1.403,0.16,-1.894,11.448
DisplayName_Ryan Ramczyk,-1.7033,3.747,-0.455,0.649,-9.048,5.641
DisplayName_Ryan Russell,-13.0771,15.224,-0.859,0.39,-42.916,16.761
DisplayName_Ryan Schraeder,-7.1292,2.289,-3.115,0.002,-11.615,-2.644
DisplayName_Ryan Shazier,-2.093,3.121,-0.671,0.502,-8.21,4.024
DisplayName_Ryan Smith,-5.2322,1.608,-3.254,0.001,-8.383,-2.081
DisplayName_Ryan Switzer,-6.6239,6.518,-1.016,0.31,-19.399,6.151
DisplayName_Ryan Tannehill,-5.4473,5.283,-1.031,0.303,-15.802,4.907
DisplayName_Saeed Blacknall,-5.7209,6.735,-0.849,0.396,-18.921,7.48
DisplayName_Sam Acho,-16.0046,19.538,-0.819,0.413,-54.298,22.289
DisplayName_Sam Bradford,-0.5778,0.933,-0.62,0.536,-2.406,1.25
DisplayName_Sam Darnold,-0.3026,0.496,-0.61,0.542,-1.275,0.67
DisplayName_Sam Hubbard,-15.801,18.04,-0.876,0.381,-51.159,19.557
DisplayName_Sam Jones,-7.9253,7.421,-1.068,0.286,-22.47,6.62
DisplayName_Sam Shields,-9.0778,4.394,-2.066,0.039,-17.69,-0.465
DisplayName_Sam Tevi,-1.2558,4.108,-0.306,0.76,-9.308,6.797
DisplayName_Sam Young,-6.5605,2.208,-2.972,0.003,-10.887,-2.234
DisplayName_Samaje Perine,0.8054,4.272,0.189,0.85,-7.567,9.178
DisplayName_Sammie Coates,-1.434,2.549,-0.563,0.574,-6.429,3.561
DisplayName_Sammy Watkins,-1.6189,2.429,-0.667,0.505,-6.379,3.141
DisplayName_Samson Ebukam,-0.1102,6.807,-0.016,0.987,-13.452,13.231
DisplayName_Saquon Barkley,-0.4335,2.72,-0.159,0.873,-5.765,4.898
DisplayName_Scooby Wright,-0.8904,6.396,-0.139,0.889,-13.427,11.646
DisplayName_Scott Quessenberry,-4.3945,2.317,-1.896,0.058,-8.936,0.147
DisplayName_Scott Simonson,2.7349,2.322,1.178,0.239,-1.817,7.287
DisplayName_Scott Tolzien,-3.8457,3.305,-1.164,0.245,-10.323,2.632
DisplayName_Sealver Siliga,5.9659,4.555,1.31,0.19,-2.962,14.893
DisplayName_Sean Chandler,1.8105,4.991,0.363,0.717,-7.971,11.592
DisplayName_Sean Culkin,2.4008,1.191,2.015,0.044,0.066,4.736
DisplayName_Sean Davis,0.0922,3.375,0.027,0.978,-6.523,6.708
DisplayName_Sean Lee,0.2451,6.894,0.036,0.972,-13.267,13.757
DisplayName_Sean Mannion,-1.3463,1.725,-0.78,0.435,-4.728,2.035
DisplayName_Sean McGrath,0.1407,1.174,0.12,0.905,-2.16,2.441
DisplayName_Sean Smith,1.1628,7.522,0.155,0.877,-13.579,15.905
DisplayName_Sean Spence,-0.48,3.665,-0.131,0.896,-7.664,6.704
DisplayName_Sean Weatherspoon,2.6727,7.201,0.371,0.711,-11.441,16.787
DisplayName_Seantrel Henderson,8.894,13.688,0.65,0.516,-17.934,35.722
DisplayName_Senio Kelemete,-2.8138,3.603,-0.781,0.435,-9.876,4.248
DisplayName_Senorise Perry,-6.7209,5.965,-1.127,0.26,-18.412,4.97
DisplayName_Seth DeValve,-1.4663,2.578,-0.569,0.569,-6.519,3.586
DisplayName_Seth Roberts,-6.8248,3.912,-1.744,0.081,-14.493,0.843
DisplayName_Shalom Luani,-0.0647,3.578,-0.018,0.986,-7.078,6.949
DisplayName_Shamar Stephen,-2.807,1.858,-1.511,0.131,-6.449,0.835
DisplayName_Shamarko Thomas,2.1055,6.461,0.326,0.745,-10.558,14.769
DisplayName_Shane Ray,-17.8713,20.66,-0.865,0.387,-58.365,22.622
DisplayName_Shane Smith,-3.7317,3.22,-1.159,0.246,-10.042,2.579
DisplayName_Shane Vereen,-9.5651,6.748,-1.418,0.156,-22.79,3.66
DisplayName_Shaq Lawson,-14.2484,17.291,-0.824,0.41,-48.139,19.642
DisplayName_Shaq Mason,0.0331,1.264,0.026,0.979,-2.444,2.51
DisplayName_Shaq Thompson,-2.5241,3.217,-0.785,0.433,-8.83,3.782
DisplayName_Shaquem Griffin,-2.1695,3.451,-0.629,0.53,-8.934,4.595
DisplayName_Shaquil Barrett,2.2389,8.259,0.271,0.786,-13.948,18.426
DisplayName_Shaquill Griffin,-3.0777,1.975,-1.558,0.119,-6.949,0.794
DisplayName_Shareece Wright,-6.8937,2.801,-2.461,0.014,-12.384,-1.404
DisplayName_Sharif Finch,1.594,8.13,0.196,0.845,-14.34,17.528
DisplayName_Sharrod Neasman,-0.3738,2.59,-0.144,0.885,-5.451,4.703
DisplayName_Shaun Dion Hamilton,1.4183,4.495,0.316,0.752,-7.391,10.228
DisplayName_Shaun Wilson,-13.4445,12.357,-1.088,0.277,-37.665,10.776
DisplayName_Shawn Lauvao,-1.5273,2.2,-0.694,0.488,-5.839,2.784
DisplayName_Shawn Williams,2.5924,5.561,0.466,0.641,-8.307,13.491
DisplayName_Shelby Harris,-6.9066,7.098,-0.973,0.331,-20.819,7.006
DisplayName_Sheldon Day,-8.8753,9.919,-0.895,0.371,-28.316,10.566
DisplayName_Sheldon Rankins,-6.763,6.908,-0.979,0.328,-20.302,6.776
DisplayName_Sheldon Richardson,-9.8583,10.072,-0.979,0.328,-29.599,9.882
DisplayName_Shelton Gibson,-7.9448,5.144,-1.545,0.122,-18.027,2.137
DisplayName_Sherrick McManis,-0.6496,3.433,-0.189,0.85,-7.378,6.079
DisplayName_Shilique Calhoun,-16.7142,19.349,-0.864,0.388,-54.637,21.208
DisplayName_Shon Coleman,-2.7302,3.005,-0.908,0.364,-8.62,3.16
DisplayName_Sidney Jones,-8.8698,3.671,-2.416,0.016,-16.064,-1.675
DisplayName_Siran Neal,-0.8751,5.64,-0.155,0.877,-11.929,10.179
DisplayName_Skai Moore,-5.17,2.36,-2.191,0.028,-9.796,-0.544
DisplayName_Solomon Thomas,-10.982,13.648,-0.805,0.421,-37.732,15.768
DisplayName_Sony Michel,-5.7218,4.204,-1.361,0.173,-13.961,2.517
